City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Colombo,LK,6.9319,79.8478,89.55,64,89,4.05,overcast clouds
348,Nardaran,AZ,40.5561,50.0056,46.04,87,75,13.8,broken clouds
349,Harlingen,US,26.1906,-97.6961,57.97,60,0,19.89,clear sky
350,Yerbogachen,RU,61.2767,108.0108,0.68,89,97,5.12,overcast clouds
351,Maraa,BR,-1.8333,-65.3667,71.91,100,100,5.61,overcast clouds
352,Omaruru,NA,-21.4333,15.9333,73.83,50,10,4.32,clear sky
353,Salinas,US,36.6777,-121.6555,53.38,81,0,8.05,clear sky
354,Meredith,US,43.6576,-71.5004,54.64,94,100,5.99,light rain
355,Nouadhibou,MR,20.931,-17.0347,65.79,43,100,15.14,overcast clouds
356,Mirnyy,RU,62.5353,113.9611,-7.02,89,58,3.04,broken clouds
357,Zaysan,KZ,47.4667,84.8667,6.33,79,32,3.53,scattered clouds
358,Hukuntsi,BW,-24.0,21.75,76.12,44,45,7.78,scattered clouds
359,Kuching,MY,1.55,110.3333,88.02,66,40,5.99,scattered clouds
360,Doaba,PK,33.4244,70.7364,58.77,33,99,1.14,overcast clouds
361,Bad Kissingen,DE,50.2,10.0833,44.6,95,99,5.5,overcast clouds
362,Filadelfia,US,39.9523,-75.1638,59.47,90,100,19.57,moderate rain
363,Mahon,ES,39.8885,4.2658,46.96,100,0,2.3,clear sky
364,Paamiut,GL,61.994,-49.6678,3.81,81,100,8.1,overcast clouds
365,Yar-Sale,RU,66.8333,70.8333,8.46,96,91,6.35,overcast clouds
366,Aldan,RU,58.6031,125.3894,-4.52,89,100,4.43,overcast clouds
367,Touros,BR,-5.1989,-35.4608,79.7,76,24,7.78,few clouds
368,Vuktyl,RU,63.8567,57.3094,25.43,91,100,12.64,overcast clouds
369,Coahuayana,MX,18.7333,-103.6833,69.76,79,1,3.36,clear sky
370,Tabas,IR,33.5959,56.9244,53.91,28,66,4.68,broken clouds
371,Jatara,IN,25.0167,79.05,81.5,16,0,2.98,clear sky
372,Camiri,BO,-20.05,-63.5167,67.87,99,100,0.58,overcast clouds
373,Bor,RU,56.3567,44.0669,37.33,98,100,21.18,overcast clouds
374,Villanueva,HN,15.3167,-88.0,74.03,100,20,5.75,few clouds
375,Mercedes,AR,-34.6515,-59.4307,56.79,77,0,7.9,clear sky
376,Aasiaat,GL,68.7098,-52.8699,-12.57,100,100,3.91,overcast clouds
377,Victoria,HK,22.2855,114.1577,70.97,83,100,21.0,overcast clouds
378,San Cristobal,VE,7.7669,-72.225,68.85,77,95,0.87,overcast clouds
379,Opalenica,PL,52.3089,16.4128,40.17,73,60,19.04,broken clouds
380,Mihail Kogalniceanu,RO,44.3667,28.45,45.28,81,0,13.8,clear sky
381,Urucara,BR,-2.5364,-57.76,72.66,99,100,4.27,overcast clouds
382,Vila,PT,42.0304,-8.1588,44.33,95,96,4.23,overcast clouds
383,Geraldton,AU,-28.7667,114.6,104.41,7,89,10.36,overcast clouds
384,Banfora,BF,10.6333,-4.7667,72.99,18,1,5.53,clear sky
385,Alihe,CN,50.5667,123.7167,12.22,64,100,0.96,overcast clouds
386,Klaksvik,FO,62.2266,-6.589,31.12,67,98,19.86,overcast clouds
387,Doha,QA,25.2867,51.5333,67.98,52,0,8.05,clear sky
388,Sorland,NO,67.667,12.6934,19.47,62,100,7.72,overcast clouds
389,Tucurui,BR,-3.7661,-49.6725,71.69,97,74,3.0,broken clouds
390,Makakilo City,US,21.3469,-158.0858,74.01,70,0,4.61,clear sky
391,Sao Filipe,CV,14.8961,-24.4956,73.11,67,100,10.18,overcast clouds
392,Narsaq,GL,60.9167,-46.05,10.62,70,100,9.6,overcast clouds
393,Ende,ID,-8.8432,121.6623,84.61,81,70,3.69,broken clouds
394,Les Cayes,HT,18.2,-73.75,73.81,80,23,3.18,few clouds
395,Vangaindrano,MG,-23.35,47.6,77.18,81,91,1.5,light rain
396,Luanda,AO,-8.8368,13.2343,78.8,78,75,4.61,broken clouds
397,Kununurra,AU,-15.7667,128.7333,98.15,35,83,13.91,moderate rain
398,Kenora,CA,49.8167,-94.4337,-13.23,75,57,5.99,broken clouds
399,Aldergrove,CA,49.058,-122.4709,45.28,89,100,6.91,overcast clouds
400,Mundi,IN,22.0667,76.5,82.35,32,11,5.73,few clouds
401,Penzance,GB,50.1186,-5.5371,49.21,73,99,46.77,overcast clouds
402,Mporokoso,ZM,-9.3727,30.125,64.96,92,100,0.54,overcast clouds
403,Najran,SA,17.4924,44.1277,67.71,29,3,1.3,clear sky
404,Mackenzie,CA,55.2999,-123.1698,27.68,97,100,2.04,overcast clouds
405,Okha,RU,53.5739,142.9478,15.73,93,100,16.58,light snow
406,Tezu,IN,27.9167,96.1667,78.01,21,2,4.68,clear sky
407,Develi,TR,38.3906,35.4922,22.35,70,55,1.83,broken clouds
408,Palmerston,AU,-12.486,130.9833,88.93,79,40,5.75,scattered clouds
409,Koumac,NC,-20.5667,164.2833,83.7,73,71,3.96,broken clouds
410,Porto Novo,BJ,6.4965,2.6036,78.17,89,95,5.93,overcast clouds
411,Hilpoltstein,DE,49.19,11.1886,44.53,81,98,7.27,overcast clouds
412,Inhambane,MZ,-23.865,35.3833,81.82,69,36,12.84,scattered clouds
413,Ibra,OM,22.6906,58.5334,72.97,36,0,4.85,clear sky
414,Inongo,CD,-1.95,18.2667,72.7,85,67,5.61,light rain
415,Tashla,RU,51.7716,52.7427,17.35,92,50,9.86,scattered clouds
416,Salalah,OM,17.0151,54.0924,78.89,50,0,3.44,clear sky
417,Union,US,40.6334,-74.2663,61.3,91,100,23.02,moderate rain
418,Fortuna,US,40.5982,-124.1573,47.66,94,100,0.0,overcast clouds
419,Debre Tabor,ET,11.85,38.0167,61.56,39,82,2.48,broken clouds
420,Keetmanshoop,NA,-26.5833,18.1333,75.72,57,23,10.49,few clouds
421,Port Macquarie,AU,-31.4333,152.9167,80.89,62,10,7.09,clear sky
422,Marsaxlokk,MT,35.8419,14.5431,57.07,94,20,6.91,few clouds
423,Marawi,PH,7.9986,124.2928,71.65,61,98,7.23,overcast clouds
424,Road Town,VG,18.4167,-64.6167,73.49,76,4,22.93,clear sky
425,Roebourne,AU,-20.7833,117.1333,100.69,30,45,6.26,scattered clouds
426,San Andres,CO,12.5847,-81.7006,80.62,78,75,12.66,broken clouds
427,Tocopilla,CL,-22.092,-70.1979,68.38,70,19,1.36,few clouds
428,Hudiksvall,SE,61.729,17.1036,15.58,86,49,7.02,scattered clouds
429,Three Hills,CA,51.7001,-113.2686,33.48,98,100,12.57,snow
430,Guerrero Negro,MX,27.9769,-114.0611,60.53,48,0,1.97,clear sky
431,Pella,RU,59.7775,30.8181,32.88,90,100,14.54,overcast clouds
432,Sungaipenuh,ID,-2.0833,101.3833,82.51,43,80,5.75,broken clouds
433,Hokitika,NZ,-42.7167,170.9667,63.19,78,100,2.46,overcast clouds
434,Urengoy,RU,65.9667,78.3667,13.69,96,100,9.93,overcast clouds
435,Saint-Louis,SN,16.3333,-15.0,69.67,15,95,7.83,overcast clouds
436,Grand Gaube,MU,-20.0064,57.6608,84.38,67,100,11.99,overcast clouds
437,Rabak,SD,13.1809,32.74,75.31,12,0,11.3,clear sky
438,Newport,GB,51.5877,-2.9984,52.86,82,100,4.0,overcast clouds
439,Ceres,US,37.5949,-120.9577,53.56,72,0,0.0,clear sky
440,Yershov,RU,51.3513,48.2766,25.68,83,92,15.48,overcast clouds
441,Masuguru,TZ,-11.3667,38.4167,78.8,79,67,1.99,broken clouds
442,Andrews,US,32.3187,-102.5457,32.09,47,0,3.0,clear sky
443,Reyes,BO,-14.3167,-67.3833,73.78,98,100,1.81,overcast clouds
444,Butajira,ET,8.1167,38.3667,67.41,44,66,5.41,broken clouds
445,Pascagoula,US,30.3658,-88.5561,66.2,96,100,3.44,overcast clouds
446,Jawhar,SO,2.7809,45.5005,81.12,56,4,12.55,clear sky
447,Ishigaki,JP,24.3448,124.1572,69.96,85,96,25.93,overcast clouds
448,Udachnyy,RU,66.4167,112.4,-8.55,83,37,5.46,scattered clouds
449,Anchorage,US,61.2181,-149.9003,41.45,91,100,8.05,light rain
450,Melivoia,GR,39.75,22.8,43.45,78,57,6.2,broken clouds
451,Priargunsk,RU,50.3691,119.1012,2.75,84,100,6.11,overcast clouds
452,Laranjeiras Do Sul,BR,-25.4078,-52.4161,57.94,82,0,4.0,light rain
453,Ipixuna,BR,-1.7625,-48.8043,75.15,98,70,2.66,broken clouds
454,Necochea,AR,-38.5473,-58.7368,48.04,86,0,8.19,clear sky
455,Pozo Colorado,PY,-23.4923,-58.7972,76.33,64,98,6.55,overcast clouds
456,Kadhan,PK,24.481,68.9859,81.01,19,0,6.67,clear sky
457,Kaeo,NZ,-35.1,173.7833,71.33,77,95,7.0,overcast clouds
458,Morro Bay,US,35.3658,-120.8499,54.81,72,0,3.89,clear sky
459,Luderitz,NA,-26.6481,15.1594,71.01,71,39,12.39,scattered clouds
460,Mattawa,US,46.7379,-119.9028,48.22,66,11,31.0,few clouds
461,Grand-Santi,GF,4.25,-54.3833,71.17,100,100,1.66,overcast clouds
462,Kamaishi,JP,39.2667,141.8833,36.37,79,69,6.08,broken clouds
463,Tupik,RU,54.4253,119.9327,3.25,75,82,4.18,broken clouds
464,Mamallapuram,IN,12.6264,80.1722,86.05,58,89,10.6,overcast clouds
465,Timra,SE,62.487,17.3257,11.91,85,55,2.3,broken clouds
466,Bambanglipuro,ID,-7.95,110.2833,63.61,68,66,4.52,broken clouds
467,Sajkas,RS,45.2722,20.0897,43.11,85,47,7.65,scattered clouds
468,Sibu,MY,2.3,111.8167,87.76,63,95,3.36,overcast clouds
469,Knittelfeld,AT,47.2167,14.8167,33.48,86,20,3.44,few clouds
470,Walvis Bay,NA,-22.9575,14.5053,71.1,89,15,5.37,few clouds
471,Ukiah,US,39.1502,-123.2078,48.65,68,0,0.0,clear sky
472,Humaita,BR,-7.5061,-63.0208,72.14,99,90,2.46,overcast clouds
473,Mana,GF,5.6592,-53.7767,75.38,87,70,8.37,broken clouds
474,Uige,AO,-7.6087,15.0613,66.63,99,99,1.45,overcast clouds
475,Talaya,RU,61.3833,152.75,-19.71,99,100,4.81,overcast clouds
476,Bugulma,RU,54.55,52.8,16.93,90,73,15.43,broken clouds
477,Nesbyen,NO,60.5681,9.1027,31.87,94,57,5.5,broken clouds
478,Bereznik,RU,62.8551,42.7072,34.0,98,100,14.2,light snow
479,Puerto Escondido,MX,15.85,-97.0667,77.99,77,9,5.55,clear sky
480,Milton,US,34.1322,-84.3007,62.58,95,100,1.99,overcast clouds
481,Nome,US,64.5011,-165.4064,14.07,44,100,23.02,overcast clouds
482,Pachperwa,IN,27.5167,82.65,71.08,42,0,3.2,clear sky
483,Manakara,MG,-22.1333,48.0167,78.98,79,47,3.4,light rain
484,Baie-Comeau,CA,49.2168,-68.1489,19.08,79,100,9.22,light snow
485,Sauce,UY,-34.6469,-56.0628,67.62,74,0,6.71,clear sky
486,Spornoye,RU,50.8448,37.2913,34.21,100,100,12.19,overcast clouds
487,Fare,PF,-16.7,-151.0167,80.49,72,7,8.46,clear sky
488,Lagoa,PT,39.05,-27.9833,50.45,59,100,20.96,overcast clouds
489,Maryville,US,35.7565,-83.9705,62.85,88,75,18.41,broken clouds
490,Klyuchi,RU,52.2667,79.1667,19.27,83,99,13.56,overcast clouds
491,Parli,IN,18.8486,76.5297,86.61,30,0,12.03,clear sky
492,Port Lincoln,AU,-34.7333,135.8667,68.13,60,54,14.97,broken clouds
493,Jeremie,HT,18.65,-74.1167,75.42,80,44,4.09,scattered clouds
494,Yumen,CN,40.2833,97.2,24.3,39,90,16.24,overcast clouds
495,Puerto Carreno,CO,6.189,-67.4859,78.94,57,98,9.1,overcast clouds
496,Honiara,SB,-9.4333,159.95,82.51,82,83,3.11,broken clouds
497,Oranjemund,NA,-28.55,16.4333,65.79,80,30,6.46,scattered clouds
498,Magalia,US,39.8121,-121.5783,44.35,55,18,6.73,few clouds
499,Zabol,AF,32.25,67.25,42.82,38,9,0.69,clear sky
500,Hambantota,LK,6.1241,81.1185,88.14,58,20,8.05,few clouds
501,Iskateley,RU,67.6803,53.1512,23.11,95,100,14.0,light snow
502,Teguise,ES,29.0605,-13.564,53.82,77,0,5.75,clear sky
503,Omsukchan,RU,62.5333,155.8,-24.83,99,91,5.08,overcast clouds
504,Pangkalanbuun,ID,-2.6833,111.6167,75.34,94,100,1.83,light rain
505,Tupancireta,BR,-29.0806,-53.8358,61.18,74,7,7.29,clear sky
506,Tabuk,PH,17.4189,121.4443,82.96,67,88,4.14,overcast clouds
507,Umm Lajj,SA,25.0213,37.2685,70.66,56,84,3.62,broken clouds
508,Kavaratti,IN,10.5669,72.642,80.64,69,3,12.3,clear sky
509,Ust-Ordynskiy,RU,52.805,104.7508,8.44,87,68,1.28,broken clouds
510,Borgarnes,IS,64.5383,-21.9206,25.36,77,96,7.78,overcast clouds
511,Itarantim,BR,-15.6597,-40.0656,69.85,96,100,1.43,overcast clouds
512,Clonakilty,IE,51.6231,-8.8706,45.09,83,85,24.85,overcast clouds
513,Tilichiki,RU,60.4667,166.1,-9.58,89,100,9.37,overcast clouds
514,Viedma,AR,-40.8135,-62.9967,61.3,60,0,15.48,clear sky
515,Chicama,PE,-7.8447,-79.1469,71.33,78,100,4.45,overcast clouds
516,Wairoa,NZ,-39.0333,177.3667,74.55,70,64,1.99,broken clouds
517,Mantes-La-Ville,FR,48.9737,1.7025,54.09,88,100,21.14,overcast clouds
518,Greytown,ZA,-29.0642,30.5928,61.39,96,99,0.96,overcast clouds
519,Katete,UG,-0.7818,29.7544,71.44,52,77,0.98,broken clouds
520,Richards Bay,ZA,-28.783,32.0377,71.92,85,100,4.76,light rain
521,Laguna,US,38.421,-121.4238,54.77,71,0,3.44,clear sky
522,Cortez,US,37.3489,-108.5859,26.69,46,0,4.59,clear sky
523,Dandong,CN,40.1292,124.3947,27.34,67,100,7.49,overcast clouds
524,Rio Grande,BR,-32.035,-52.0986,64.94,81,79,5.88,broken clouds
525,Nha Trang,VN,12.25,109.1833,82.4,70,99,7.02,overcast clouds
526,Nechi,CO,8.0942,-74.7757,73.08,99,100,0.76,overcast clouds
527,Concordia,AR,-31.393,-58.0209,70.79,88,0,5.99,clear sky
528,Bavly,RU,54.393,53.2602,16.47,91,78,11.5,broken clouds
529,Marsh Harbour,BS,26.5412,-77.0636,73.9,87,2,15.21,clear sky
530,Kaoma,ZM,-14.7833,24.8,65.03,93,100,7.07,overcast clouds
531,Zima,RU,53.9202,102.0442,10.22,85,98,7.63,overcast clouds
532,Watertown,US,42.3709,-71.1828,59.7,90,100,23.02,heavy intensity rain
533,Aborlan,PH,9.4352,118.5492,84.43,65,100,9.46,overcast clouds
534,Si Satchanalai,TH,17.5169,99.7598,89.15,54,89,6.2,overcast clouds
535,Saint-Georges,GD,12.0564,-61.7485,75.61,80,12,12.84,few clouds
536,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,80,75,4.47,broken clouds
537,Souillac,MU,-20.5167,57.5167,84.36,78,75,13.8,broken clouds
538,Ramanuj Ganj,IN,23.8,83.7,78.91,17,0,6.85,clear sky
539,Mariental,NA,-24.6333,17.9667,74.61,57,30,8.5,scattered clouds
540,Mount Gambier,AU,-37.8333,140.7667,66.2,46,20,11.32,few clouds
541,Sur,OM,22.5667,59.5289,74.95,50,0,9.89,clear sky
542,Broome,US,42.2506,-75.833,57.45,73,100,19.57,overcast clouds
543,Russell,US,32.3502,-85.1999,70.75,83,100,14.97,light intensity drizzle
544,Ulladulla,AU,-35.35,150.4667,76.77,82,49,12.35,scattered clouds
545,Santa Fe,AR,-31.6333,-60.7,70.0,77,0,5.01,light rain
546,Edd,ER,13.9297,41.6925,81.5,55,4,17.02,clear sky
547,Mikhaylovka,RU,50.06,43.2379,34.79,91,41,17.29,scattered clouds
548,Nalut,LY,30.3333,10.85,46.11,64,0,5.44,clear sky
549,Lipin Bor,RU,60.2622,37.9763,33.6,98,100,16.96,light snow
550,Pemangkat,ID,1.1667,108.9667,86.58,65,87,9.78,overcast clouds
551,Poum,NC,-20.2333,164.0167,82.83,77,12,14.63,few clouds
552,Sigayevo,RU,56.4216,53.7757,16.84,85,15,13.11,few clouds
553,Gilgit,PK,35.9221,74.3087,33.12,72,90,0.6,overcast clouds
554,Luau,AO,-10.7073,22.2247,64.18,98,100,1.28,overcast clouds
555,Taltal,CL,-25.4,-70.4833,66.25,85,42,3.91,scattered clouds
556,Anshun,CN,26.25,105.9333,36.95,89,100,9.33,overcast clouds
557,Matara,LK,5.9485,80.5353,87.46,48,51,4.27,broken clouds
558,Hay River,CA,60.8156,-115.7999,-14.82,70,75,14.97,light snow
559,Gazanjyk,TM,39.2446,55.5154,45.52,35,0,11.83,clear sky
560,Srandakan,ID,-7.9386,110.2506,63.73,69,67,3.29,broken clouds
561,Naryan-Mar,RU,67.6713,53.087,22.95,95,100,15.08,snow
562,Port-Gentil,GA,-0.7193,8.7815,81.0,77,94,9.53,overcast clouds
563,Quang Ngai,VN,15.1167,108.8,83.88,73,25,9.26,scattered clouds
564,Korla,CN,41.7597,86.1469,29.77,30,46,7.76,scattered clouds
565,Wanning,CN,18.8003,110.3967,78.37,78,100,7.87,overcast clouds
566,Diego De Almagro,CL,-26.3667,-70.05,59.61,83,2,2.75,clear sky
567,Mariestad,SE,58.7097,13.8237,36.07,85,17,20.42,few clouds
568,Sebezh,RU,56.2955,28.4654,31.68,83,98,10.89,overcast clouds
569,Vao,NC,-22.6667,167.4833,79.47,84,88,10.51,overcast clouds
570,Afua,BR,-0.1567,-50.3867,73.98,96,46,4.27,scattered clouds
571,Kamenka,RU,51.3223,42.7678,32.76,88,98,22.26,overcast clouds
572,Kijang,KR,35.2442,129.2139,42.67,55,65,8.59,broken clouds
573,Tibacuy,CO,4.3511,-72.4564,79.05,56,80,4.74,broken clouds
574,Rawlins,US,41.7911,-107.2387,27.03,70,100,33.38,overcast clouds
575,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,75,5.75,broken clouds
576,Bandhi,PK,26.5861,68.3006,73.27,16,0,5.95,clear sky
577,Adrar,MR,20.5022,-10.0711,59.79,10,100,10.74,overcast clouds
578,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,51,0,17.27,clear sky
579,Magistralnyy,RU,56.1725,107.4458,4.01,85,99,3.96,overcast clouds
580,Waingapu,ID,-9.6567,120.2641,86.95,64,51,6.08,broken clouds
581,Voh,NC,-20.9667,164.7,82.94,77,50,3.96,scattered clouds
582,Kuusamo,FI,65.9667,29.1833,24.84,93,100,10.36,light snow
583,Dingle,PH,10.9995,122.6711,85.48,59,93,14.03,overcast clouds
584,Juan Lacaze,UY,-34.4342,-57.4381,55.11,71,0,13.49,clear sky
585,Roald,NO,62.5833,6.1333,38.16,87,75,11.5,broken clouds
586,Arraias,BR,-12.9288,-46.9437,66.13,95,62,1.9,broken clouds
587,Jijiga,ET,9.35,42.8,71.56,34,14,5.28,few clouds
588,Nelson Bay,AU,-32.7167,152.15,83.95,67,0,3.0,clear sky
589,Okhotsk,RU,59.3833,143.3,7.65,80,89,7.67,overcast clouds
590,Broken Hill,AU,-31.95,141.4333,79.09,27,0,16.78,clear sky
591,Tonota,BW,-21.4833,27.4833,70.36,67,0,17.2,clear sky
592,Nuevo Progreso,MX,23.1667,-97.95,72.59,72,0,11.34,clear sky
593,Loubomo,CG,-4.1997,12.6739,72.64,93,100,1.83,overcast clouds
594,Ust-Ishim,RU,57.6935,71.1665,24.33,87,100,7.49,overcast clouds
595,Domoni,KM,-12.2569,44.5319,84.34,75,100,3.53,overcast clouds
596,Kedrovyy,RU,56.1667,91.8167,17.87,91,100,10.83,light snow
597,Goderich,CA,43.7501,-81.7165,22.91,79,100,14.97,overcast clouds
598,Louis Trichardt,ZA,-23.0439,29.9032,65.7,87,98,10.29,overcast clouds
599,Sohag,EG,26.557,31.6948,56.05,56,99,8.23,overcast clouds
600,Igarka,RU,67.4667,86.5833,5.38,93,100,21.43,light snow
601,Alugan,PH,12.2188,125.4808,82.08,72,93,8.93,overcast clouds
602,Salinopolis,BR,-0.6136,-47.3561,77.67,85,92,7.11,overcast clouds
603,Awbari,LY,26.5921,12.7805,45.16,67,0,5.08,clear sky
604,Aneby,SE,57.839,14.8102,35.6,76,64,16.35,broken clouds
605,Canavieiras,BR,-15.675,-38.9472,75.47,88,100,4.63,overcast clouds
606,Puerto Madryn,AR,-42.7692,-65.0385,68.2,51,0,28.19,clear sky
607,Burhaniye,TR,39.5004,26.9727,55.26,93,75,3.44,broken clouds
608,Tres Arroyos,AR,-38.3739,-60.2798,49.77,90,0,7.78,clear sky
609,Kaili,ID,-3.4626,120.2147,77.05,80,65,2.86,broken clouds
610,Aksarka,RU,66.5606,67.7975,12.16,94,100,6.69,overcast clouds
611,Cururupu,BR,-1.8283,-44.8683,73.27,94,99,1.72,overcast clouds
612,Horsham,GB,51.064,-0.3272,53.11,91,75,20.71,light rain
613,Komsomolskiy,UZ,40.4272,71.7189,44.02,49,48,2.3,scattered clouds
614,Floresta,BR,-8.6011,-38.5686,75.85,70,78,6.6,broken clouds
615,Stephanskirchen,DE,47.8595,12.1528,45.88,78,86,6.04,overcast clouds
616,Palu,ID,-0.8917,119.8707,80.56,89,100,2.39,overcast clouds
617,Pimentel,PE,-6.8367,-79.9342,70.32,83,96,8.3,overcast clouds
618,Vidim,RU,56.4088,103.1106,9.57,86,100,8.16,overcast clouds
619,Port Augusta,AU,-32.5,137.7667,81.72,45,0,19.66,clear sky
620,Boguchany,RU,58.3814,97.4531,9.21,89,100,5.84,overcast clouds
621,Gryazovets,RU,58.88,40.2525,33.37,97,100,17.09,light snow
622,Dibulla,CO,11.2725,-73.3091,75.11,78,49,12.3,scattered clouds
623,Caravelas,BR,-17.7125,-39.2481,74.57,93,100,6.2,overcast clouds
624,Stalskoye,RU,43.1873,46.9672,44.15,67,9,0.11,clear sky
625,Acarau,BR,-2.8856,-40.12,78.1,80,85,5.32,overcast clouds
626,Yarmouth,US,41.7057,-70.2286,58.44,94,100,20.71,mist
627,Mahajanga,MG,-15.7167,46.3167,86.02,58,20,14.97,few clouds
628,Santa Cecilia,BR,-26.9608,-50.4269,51.89,99,57,1.41,broken clouds
629,High Prairie,CA,55.4334,-116.4858,7.9,85,100,10.58,overcast clouds
630,Verkhnevilyuysk,RU,63.4453,120.3167,-9.76,89,98,4.7,overcast clouds
631,Marsabit,KE,2.3284,37.9899,71.74,54,4,14.05,clear sky
632,Dicabisagan,PH,17.0818,122.4157,81.3,72,88,6.31,overcast clouds
633,Remiremont,FR,48.0175,6.5882,49.08,93,84,10.33,broken clouds
634,Bilibino,RU,68.0546,166.4372,-15.92,100,14,5.14,few clouds
635,Meulaboh,ID,4.1363,96.1285,85.91,68,44,10.0,scattered clouds
636,Mbigou,GA,-1.9005,11.906,67.77,95,95,2.26,overcast clouds
637,Bendigo,AU,-36.7667,144.2833,78.85,36,1,12.71,clear sky
638,Turbat,PK,26.0023,63.044,75.87,19,1,10.74,clear sky
639,Thinadhoo,MV,0.5333,72.9333,82.29,66,100,10.49,overcast clouds
640,Masindi,UG,1.6744,31.715,78.82,47,44,3.09,scattered clouds
641,Booue,GA,-0.0921,11.9385,73.81,93,99,1.72,light rain
642,Huntingdon,GB,52.3305,-0.1865,52.79,93,100,15.01,overcast clouds
643,Kenai,US,60.5544,-151.2583,34.03,96,100,5.75,overcast clouds
644,Bafra,TR,41.5678,35.9069,51.58,55,68,11.41,broken clouds
645,Irbit,RU,57.6705,63.071,20.46,84,73,8.52,broken clouds
646,Santa Maria,BR,-29.6842,-53.8069,62.53,85,26,4.92,scattered clouds
647,Manzanillo,CU,20.3433,-77.1167,72.75,84,11,5.28,few clouds
648,Moranbah,AU,-22.0016,148.0466,93.24,32,97,11.16,overcast clouds
649,Pochutla,MX,15.7432,-96.4661,76.82,79,0,3.67,clear sky
650,Ambon,ID,-3.6954,128.1814,89.74,62,40,14.97,scattered clouds
651,Guayaramerin,BO,-10.8368,-65.3614,71.64,99,99,2.33,overcast clouds
652,Carutapera,BR,-1.195,-46.02,75.58,89,92,3.85,overcast clouds
653,Dalby,AU,-27.1833,151.2667,80.24,50,41,5.64,scattered clouds
654,Dalgopol,BG,43.05,27.35,52.18,64,98,20.83,overcast clouds
655,Skibbereen,IE,51.55,-9.2667,44.4,82,90,23.47,overcast clouds
656,Rock Sound,BS,24.9,-76.2,75.2,86,1,17.43,clear sky
657,Hobyo,SO,5.3505,48.5268,79.57,61,73,19.73,broken clouds
658,Manoharpur,IN,27.3,75.95,76.15,25,4,7.29,clear sky
659,Jiayuguan,CN,39.8167,98.3,20.46,44,98,5.91,overcast clouds
660,Sesheke,ZM,-17.4759,24.2968,71.37,76,92,6.17,overcast clouds
661,Mantua,IT,45.1667,10.7833,44.28,97,2,6.87,clear sky
662,Boyolangu,ID,-8.1181,111.8935,85.03,73,82,10.47,broken clouds
663,Charagua,BO,-19.8,-63.2167,67.15,99,100,5.06,overcast clouds
664,Ballitoville,ZA,-29.539,31.2144,70.16,88,100,5.75,light intensity drizzle rain
665,Monrovia,LR,6.3005,-10.7969,78.28,84,78,5.5,light rain
666,Arawa,PG,-6.2132,155.5367,84.27,73,31,5.26,light rain
667,Jinchang,CN,38.4953,102.1739,19.69,62,100,7.31,overcast clouds
668,Camopi,GF,3.1655,-52.3158,70.9,100,97,1.83,overcast clouds
669,Hualmay,PE,-11.0964,-77.6139,70.43,87,100,5.14,overcast clouds
670,Zakamensk,RU,50.3741,103.2863,11.82,59,44,4.34,scattered clouds
671,Aswan,EG,24.0934,32.907,60.62,34,90,6.91,overcast clouds
672,Mnogovershinnyy,RU,53.9353,139.9242,8.6,90,100,6.69,light snow
673,Aleksandrov Gay,RU,50.147,48.5704,26.94,84,95,13.56,overcast clouds
674,Toora-Khem,RU,52.4675,96.11,3.45,85,88,2.13,overcast clouds
675,Ayr,GB,55.4627,-4.6339,37.38,87,100,13.8,light rain
